Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|																					
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60125|SUTURE REMOVAL TRAY|CENTURION|60125|0.000EA|1.000CS|404.33 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/601/60125_HRE01.JPG||||http://www.medline.com/media/catalog/sku/601/60125_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489112061|Z1|0.118LB	 0.007CF PER CS|0.118 |LB|60125             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60135|SUTURE REMOVAL TRAY|CENTURION|60135|0.000EA|1.000CS|579.47 ||||||EA|CS|50 Each / Case|||||||||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>|CTM|20|||||||||0.116LB	 0.008CF PER CS|0.116 |LB|60135             |																			
OR & Surgery Supplies|Drapes|Non Sterile Table Covers|60166|DBD-COVER	TABLE	50X90"	100/CS|MEDLINE|60166|0.000EA|1.000CS|327.00 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|100 Each / Case|||||||||<ul><li> Top-of-the-line SMS fabric is composed of 5 strong fiber layers for exceptionally high barrier strength<br/></li><li> Smaller fibers and a more uniform fiber layer enhance softness and drape<br/></li><li> 100% polypropylene<br /></li></ul>||21|61024CS|ZCLS|||||10884389000571|Z1|0.491LB	 0.032CF PER CS|0.491 |LB|60166             |																	
Wound Care|Minor Procedure Trays|CTM CRI Debride Kit Single Use Instr|60185|DEBRIDEMENT TRAY|CENTURION|60185|0.000EA|1.000CS|426.40 ||||||EA|CS|30 Each / Case||||||http://www.medline.com/media/catalog/sku/601/60185_PRI01.JPG|||<ul><li> Intended for debriding wounds<br /></li><li>  Prepackaged debridement trays are designed tohelp standardize product usage and control supply costs<br /></li><li> Trays include high-quality	 single-usestainless steel instruments that are precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.179LB	 0.016CF PER CS|0.179 |LB|60185             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60210|RECYCLABLE SUTURE REMOVAL TRAY|CENTURION|60210|0.000EA|1.000CS|463.56 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/602/60210_HRE01.JPG||||http://www.medline.com/media/catalog/sku/602/60210_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.115LB	 0.008CF PER CS|0.115 |LB|60210             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60215|SUTURE REMOVAL SET|CENTURION|60215|0.000EA|1.000CS|360.87 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/602/60215_HRE01.JPG||||http://www.medline.com/media/catalog/sku/602/60215_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489112016|Z1|0.109LB	 0.008CF PER CS|0.109 |LB|60215             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60255|SUTURE REMOVAL SET|CENTURION|60255|0.000EA|1.000CS|387.20 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/602/60255_HRE01.JPG||||http://www.medline.com/media/catalog/sku/602/60255_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.121LB	 0.008CF PER CS|0.121 |LB|60255             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Sets|60265|SUTURE REMOVAL SET|CENTURION|60265|0.000EA|1.000CS|189.33 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/602/60265_HRE01.JPG||||http://www.medline.com/media/catalog/sku/602/60265_PRI01.JPG|||<ul><li> Pre-packaged suture removal packs are designed to help standardize product usage and control supplycosts<br /></li><li> Packs include high-quality	 single-use Centurion stainless steel instruments that areprecision crafted to match the performance and feel of reusables<br /></li><li> Many Centurion instrumentsqualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.142LB	 0.007CF PER CS|0.142 |LB|60265             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60280|SUTURE REMOVAL TRAY|CENTURION|60280|0.000EA|1.000CS|410.58 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/602/60280_HRE01.JPG||||http://www.medline.com/media/catalog/sku/602/60280_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489111941|Z1|0.084LB	 0.008CF PER CS|0.084 |LB|60280             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60325|KIT	 SUTURE REMOVAL KIT	 LATEX FREE|CENTURION|60325|0.000EA|1.000CS|362.22 |||||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/603/60325_HRE01.JPG||||http://www.medline.com/media/catalog/sku/603/60325_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489112030|Z1|0.119LB	 0.009CF PER CS|0.119 |LB|60325             |																	
Surgical Instruments & Sterilization|Surgical Instruments|Suture Repair Kits|60330|SUTURE REPAIR TRAY|CENTURION|60330|0.000EA|1.000CS|540.67 ||||||EA|CS|30 Each / Case||http://www.medline.com/media/catalog/sku/603/60330_HRE01.JPG||||http://www.medline.com/media/catalog/sku/603/60330_PRI01.JPG|||<ul><li> Trays include high-quality	 single-use stainless steel instruments that are precision crafted to match theperformance and feel of reusables<br /></li><li> Many Centurion instruments qualify for our money-savingRecycling Program; contact your sales rep for details</li></ul>||20|||||||||0.204LB	 0.016CF PER CS|0.204 |LB|60330             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60360|SUTURE REMOVAL KIT|CENTURION|60360|0.000EA|1.000CS|253.38 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/603/60360_HRE01.JPG||||http://www.medline.com/media/catalog/sku/603/60360_PRI01.JPG|||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10653160348917|Z1|0.124LB	 0.008CF PER CS|0.124 |LB|60360             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60365|SUTURE REMOVAL TRAY|CENTURION|60365|0.000EA|1.000CS|405.89 ||||||EA|CS|50 Each / Case|||||||||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>|CTM|20|||||||||0.115LB	 0.008CF PER CS|0.115 |LB|60365             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60375|SUTURE REMOVAL TRAY|CENTURION|60375|0.000EA|1.000CS|437.76 ||||||EA|CS|50 Each / Case|||||||||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>|CTM|20|||||||||0.121LB	 0.008CF PER CS|0.121 |LB|60375             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Sets|60385|SUTURE REMOVAL SET|CENTURION|60385|0.000EA|1.000CS|533.51 ||||||EA|CS|50 Each / Case|||||||||<ul><li> Pre-packaged suture removal packs are designed to help standardize product usage and control supplycosts<br /></li><li> Packs include high-quality	 single-use Centurion stainless steel instruments that areprecision crafted to match the performance and feel of reusables<br /></li><li> Many Centurion instrumentsqualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.134LB	 0.008CF PER CS|0.134 |LB|60385             |																			
Excluded Items|Custom Items|Custom Items|60400|SUTURE REMOVAL KIT|CENTURION|60400|0.000EA|1.000CS|663.18 ||||||EA|CS|50 Each / Case||||||||||CTM|20|||||||||0.113LB	 0.008CF PER CS|0.113 |LB|60400             |																				
Wound Care|Minor Procedure Trays|Centurion Debridement Kit Sgl Use Instru|60405|DEBRIDEMENT SET|CENTURION|60405|0.000EA|1.000CS|358.33 ||||||EA|CS|30 Each / Case||http://www.medline.com/media/catalog/sku/604/60405_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/604/60405_PRI01.JPG|||<ul><li> Kits include high-quality	 single-use Centurion stainless steel instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.191LB	 0.016CF PER CS|0.191 |LB|60405             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60425|SUTURE REMOVAL KIT|CENTURION|60425|0.000EA|1.000CS|408.53 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/604/60425_HRE01.JPG|||||||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489112054|Z1|0.095LB	 0.008CF PER CS|0.095 |LB|60425             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Sets|60435|FACIAL SUTURE REMOVAL|CENTURION|60435|0.000EA|1.000CS|618.69 ||||||EA|CS|50 Each / Case|||||||||<ul><li> Pre-packaged suture removal packs are designed to help standardize product usage and control supplycosts<br /></li><li> Packs include high-quality	 single-use Centurion stainless steel instruments that areprecision crafted to match the performance and feel of reusables<br /></li><li> Many Centurion instrumentsqualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>|CTM|20|||||||||0.085LB	 0.008CF PER CS|0.085 |LB|60435             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Tray|60465|SUTURE REMOVAL TRAY|CENTURION|60465|0.000EA|1.000CS|466.69 ||||||EA|CS|50 Each / Case|||||||||<ul><li> Pre-packaged suture removal trays are designed to help standardize product usage and control supplycosts<br /></li><li> Trays include high-quality	 single-use Centurion instruments that are precision crafted tomatch the performance and feel of reusables<br /></li><li> Many Centurion instruments qualify for ourmoney-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||10193489111996|Z1|0.119LB	 0.008CF PER CS|0.119 |LB|60465             |																			
Wound Care|Minor Procedure Trays|CTM CRI Debride Kit Single Use Instr|60480|DEBRIDEMENT TRAY|CENTURION|60480|0.000EA|1.000CS|388.71 ||||||EA|CS|25 Each / Case|||||||||<ul><li> Intended for debriding wounds<br /></li><li>  Prepackaged debridement trays are designed tohelp standardize product usage and control supply costs<br /></li><li> Trays include high-quality	 single-usestainless steel instruments that are precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>|CTM|20|||||||||0.240LB	 0.019CF PER CS|0.240 |LB|60480             |																			
Wound Care|Minor Procedure Trays|CTM CRI Debride Kit Single Use Instr|60505|DEBRIDEMENT SET|CENTURION|60505|0.000EA|1.000CS|423.73 ||||||EA|CS|50 Each / Case|||||||||<ul><li> Intended for debriding wounds<br /></li><li>  Prepackaged debridement trays are designed tohelp standardize product usage and control supply costs<br /></li><li> Trays include high-quality	 single-usestainless steel instruments that are precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>|CTM|20|||||||||0.116LB	 0.008CF PER CS|0.116 |LB|60505             |																			
Nursing Supplies & Patient Care|Nursing Kits & Trays|Suture Removal Sets|60520|SUTURE REMOVAL|CENTURION|60520|0.000EA|1.000CS|373.62 ||||||EA|CS|30 Each / Case|||||||||<ul><li> Pre-packaged suture removal packs are designed to help standardize product usage and control supplycosts<br /></li><li> Packs include high-quality	 single-use Centurion stainless steel instruments that areprecision crafted to match the performance and feel of reusables<br /></li><li> Many Centurion instrumentsqualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.192LB	 0.016CF PER CS|0.192 |LB|60520             |																			
OR & Surgery Supplies|Drapes|Non Sterile Universal Drape Sheets|60787|COVER	X-RAY CASSETTE	NS	100/CS|MEDLINE|60787|0.000EA|1.000CS|119.00 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|OV|||Yes|EA|CS|100 Each / Case||||||http://www.medline.com/media/catalog/sku/607/60787_PRI01.JPG|||<ul><li>Medline offers an extensive surgical drape line	 featuring a top-of-the-line SMS fabric composed of five strongfiber layers for exceptionally high barrier strength </li><li>Made of 100% polypropylene	 SMS drapes are soft anddrapeable	 have smaller fibers and a more uniform fiber lay-down </li><li>07164CS 53" x 77" (135 x 196 cm) withAbsorbent reinforcement 23" x 44" (58 cm x 112 cm) </li><li>09440CS measures 40" x 70" (102 x 178 cm)</li><li>14184CS measures 53" x 77"	 135 x 196 cm </li><li>14184RCS measures 77" x 53"	 196 x 135 cm</li><li>14185CS measures 40" x 58" (102 cm x 147 cm) </li><li>15648CS measures 53" x 77"	 135 x 196 cm</li><li>DS184NS measures 40"x40" and features a tearline from the edge of the drape to the fenestration for easyremoval after central line insertions</li><li>SPT-2600SCS measures 53"x38" with Absorbent reinforcement 21"x18"</li><li>SPT-4205SCS (102" x 53"	 259 x 135 cm) includes: Absorbent reinforcement	 29" x 10" (74 cm x 25 cm);Hook-and-loop line holders and adhesive along reinforced edge </li><li>SPT-4206SCS measures 75"x70" with Absorbentreinforcement 29"x16"</li><li>SPT-4207SCS measures 35"x79" with Absorbent reinforcement 8"x40"</li><li>SPT-4215SCS (106" x 59"	 270 x 150 cm) includes: Absorbent reinforcement	 24" x 16" (61 cm x 41 cm); Split 24"x 19" (61 cm x 48 cm) with 2" wide (5 cm) adhesive and hook-and-loop line holders </li><li>SPT-5600SCS	 measures 40" x27" (102 cm x 69 cm) </li><li>SPT-5610SCS measures 40" x 27" (102 cm x 69 cm) </li><li>SPT-DRAPLGSCSmeasures 70" x 85"	 178 x 216 cm </li><li>SPT-DRAPXLSCS measures 70" x 100" (178 x 254 cm) </li></ul>||21|||||||10080196000616|Z1|0.159LB	 0.006CF PER CS|0.159 |LB|60787             |					
